row_id,source,lat_deg,lon_deg,report_date,status_id,water_source_clean,water_source_category,water_tech_clean,_water_tech_category,facility_type,clean_country_name,clean_country_id,clean_adm1,clean_adm2,clean_adm3,clean_adm4,install_year,installer,rehab_year,rehabilitator,management_clean,status_clean,pay_clean,fecal_coliform_presence,fecal_coliform_value,subjective_quality_clean,activity_id,scheme_id,wpdx_id,notes,orig_lnk,photo_lnk,country_id,data_lnk,distance_to_primary,distance_to_secondary,distance_to_tertiary,distance_to_city,distance_to_town,water_point_history,local_population,served_population,rehab_priority,_pop_who_would_gain_access,crucialness,pressure,usage_cap,days_since_report,staleness_score,is_latest,location_id,is_urban,cluster_size,country_name,water_source,water_tech,status,adm1,adm2,adm3,management,pay,subjective_quality,new_georeferenced_column_,lat_lon_deg,public_data_source,converted,count,created_timestamp,updated,is_duplicate,dataset_title
778031,Evidence Action,-1.037077427,34.35804553,2014-03-14T00:00:00.000,Yes,Borehole/Tubewell,Well,,,Improved,Kenya,KEN,Migori,Suna West,Wiga,,,,,,,Non-Functional,,,,,,,6GCPX975+567,Kanyapala Borehole,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-wpdx-reingestion-5f74c47f,60473.07539,86.20851364,1282.758349,61097.6931,12515.44934,"{""2014-03-14"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell""}}",1340.0,402.0,,,0.3,1.34,300.0,4510,24.13248083,True,131306,False,1,Kenya,Borehole,,,,,,,,,POINT (34.3580455285 -1.0370774269),"(-1.0370774269°, 34.3580455285°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-wpdx-reingestion-5f74c47f.xlsx,,1,2020-09-30T17:46:39.000,2020-09-30T17:46:39.000,,Evidence Action_Kenya_2012-2016
652654,Evidence Action,-0.821468333,34.26834,2023-12-15T00:00:00.000,Yes,Borehole/Tubewell,Well,,,Improved,Kenya,KEN,Migori,Nyatike,Kanyasa,,,,,,,Non-Functional,,,,,10311111,,6GFP57H9+C88,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,56871.93576,4724.147147,4009.326904,58081.89647,30837.39952,"{""2023-12-15"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell""}}",1250.0,771.0,,,0.6168,2.57,300.0,947,74.19251672,True,432415,False,1,Kenya,Borehole,,,Homa Bay,Ndhiwa,Kadhola,,,,POINT (34.26834 -0.8214683333),"(-0.8214683333°, 34.26834°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
777817,Evidence Action,-1.033598512,34.4297619,2014-03-13T00:00:00.000,Yes,Protected Well,Well,,,Improved,Kenya,KEN,Migori,Suna East,Kakrao,,,,,,,Non-Functional,,,,,,,6GCPXC8H+HW6,Nyakirombe Protected Spring,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-wpdx-reingestion-5f74c47f,54631.76949,3455.767534,155.6619845,55112.24352,5488.813436,"{""2014-03-13"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well""}}",1244.0,689.0,,,0.553858521,2.296666667,300.0,4511,24.12487516,True,131293,False,1,Kenya,Protected Spring,,,,,,,,,POINT (34.4297619027 -1.0335985118),"(-1.0335985118°, 34.4297619027°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-wpdx-reingestion-5f74c47f.xlsx,,1,2020-09-30T17:46:39.000,2020-09-30T17:46:39.000,,Evidence Action_Kenya_2012-2016
641922,Evidence Action,-1.155366659,34.4180603,2023-11-12T00:00:00.000,Yes,Borehole/Tubewell,Well,,,Improved,Kenya,KEN,Migori,Kuria West,Nyamosense/Komosoko,,,,,,,Non-Functional,,,,,10340119,,6GCPRCV9+V63,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,65447.87678,6337.807411,2810.616757,66353.19892,11600.90608,"{""2023-11-12"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell""}}",1057.0,342.0,,,0.323557237,1.14,300.0,980,73.42476355,True,429249,False,1,Kenya,Borehole,,,Migori,Kuria West,Iraha,,,,POINT (34.418060302734375 -1.1553666591644287),"(-1.1553666591644287°, 34.418060302734375°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
641012,Evidence Action,-1.227414966,34.55416489,2023-11-27T00:00:00.000,Yes,Borehole/Tubewell,Well,,,Improved,Kenya,KEN,Migori,Kuria East,Gokeharaka/Getambwega,,,,,,,Non-Functional,,,,,10321064,,6GCPQHF3+2MM,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,63450.51331,4580.259987,2101.741216,66124.21867,7749.633884,"{""2023-11-27"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell""}}",1533.0,298.0,,,0.194390085,0.993333333,300.0,965,73.7727524,True,431431,False,1,Kenya,Borehole,,,Migori,Kuria West,Ihore,,,,POINT (34.55416488647461 -1.2274149656295776),"(-1.2274149656295776°, 34.55416488647461°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
799197,Evidence Action,-1.167887198,34.47960665,2014-08-27T00:00:00.000,Yes,Borehole/Tubewell,Well,,,Improved,Kenya,KEN,Migori,Kuria West,Tagare,,,,,,,Non-Functional,,,,,,,6GCPRFJH+RRX,Kemosoti Borehole,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-wpdx-reingestion-5f74c47f,62452.46111,5324.883024,206.1030412,63773.17989,8009.531275,"{""2014-08-27"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell""}}",1811.0,837.0,,,0.462175594,2.79,300.0,4344,25.42884286,True,139773,False,1,Kenya,Borehole,,,,,,,,,POINT (34.4796066509 -1.1678871975),"(-1.1678871975°, 34.4796066509°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-wpdx-reingestion-5f74c47f.xlsx,,1,2020-09-30T17:46:39.000,2020-09-30T17:46:39.000,,Evidence Action_Kenya_2012-2016
640388,Evidence Action,-1.004293323,34.56266403,2023-12-14T00:00:00.000,Yes,Borehole/Tubewell,Well,,,Improved,Kenya,KEN,Migori,Uriri,East Kanyamkago,,,,,,,Non-Functional,,,,,10320239,,6GCPXHW7+73M,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,42357.63477,13074.00793,81.75336012,43502.94641,11192.76748,"{""2023-12-14"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell""}}",1096.0,317.0,,,0.289233577,1.056666667,300.0,948,74.16913394,True,432236,False,1,Kenya,Borehole,,,Migori,Suna East,Remo,,,,POINT (34.56266403198242 -1.0042933225631714),"(-1.0042933225631714°, 34.56266403198242°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
642539,Evidence Action,-0.982061684,34.43284988,2023-04-12T00:00:00.000,Yes,Protected Well,Well,Motorized Pump - Electric,Motorized Pump,Improved,Kenya,KEN,Migori,Uriri,West Kanyamkago,,,,,,,Non-Functional,,,,,10340800,,6GFP2C9M+54H,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,50253.6816,8321.039489,423.2356312,50844.21684,10074.33145,"{""2023-04-12"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well"", ""water_tech_clean"": ""Motorized Pump - Electric""}}",1637.0,512.0,,,0.312767257,1.706666667,300.0,1194,68.63520761,True,425446,False,1,Kenya,Protected Spring (not powered by solar/electricity),,,Migori,Uriri,Kajulu 1,,,,POINT (34.4328498840332 -0.9820616841316223),"(-0.9820616841316223°, 34.4328498840332°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
639545,Evidence Action,-0.902018309,34.58051682,2023-11-22T00:00:00.000,Yes,Protected Well,Well,Motorized Pump - Electric,Motorized Pump,Improved,Kenya,KEN,Migori,Awendo,South Sakwa,,,,,,,Non-Functional,,,,,10310235,,6GFP3HXJ+56R,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,32557.73677,15400.48925,260.9851335,33107.12588,5471.238803,"{""2023-11-22"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well"", ""water_tech_clean"": ""Motorized Pump - Electric""}}",1259.0,1259.0,,,1.0,4.196666667,300.0,970,73.65657325,True,430762,False,1,Kenya,Protected Spring (not powered by solar/electricity),,,Migori,Awendo,Kogello East,,,,POINT (34.58051681518555 -0.9020183086395264),"(-0.9020183086395264°, 34.58051681518555°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
640977,Evidence Action,-1.331778288,34.68755722,2023-11-23T00:00:00.000,Yes,Borehole/Tubewell,Well,,,Improved,Kenya,KEN,Migori,Kuria East,Ntimaru West,,,,,,,Non-Functional,,,,,10321009,,6GCPMM9Q+72M,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,67523.94373,4870.671217,398.2859744,73783.39494,17087.62263,"{""2023-11-23"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell""}}",3822.0,1003.0,,,0.262428048,3.343333333,300.0,969,73.67979443,True,431011,False,1,Kenya,Borehole,,,Migori,Kuria East,Wangirabose,,,,POINT (34.687557220458984 -1.3317782878875732),"(-1.3317782878875732°, 34.687557220458984°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
103429,USAID/KEA KIWASH,-1.2564818,34.6531062,2021-01-27T00:00:00.000,Yes,Borehole/Tubewell,Well,Public Tapstand,Public Tapstand,Improved,Kenya,KEN,Migori,Kuria East,Nyabasi East,,2013.0,Community Based Organization/ Self-Help Group/ Faith Based Organization /NGO,,,Community Management,"Functional, not in use",,,,Unacceptable quality,Migori_enumerator-962X5U,,6GCPPMV3+C65,,,https://api.mwater.co/v3/images/99d56a6710fa419c97f15fb8511a0042,KE,https://catalog.waterpointdata.org/datasets/usaid-kiwash-kenya-2021-6372a622,61398.30875,7549.199389,713.90608,66158.25898,7949.771758,"{""2021-01-27"": {""photo_lnk"": ""https://api.mwater.co/v3/images/99d56a6710fa419c97f15fb8511a0042"", ""source"": ""USAID/KEA KIWASH"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell"", ""water_tech_clean"": ""Public Tapstand""}}",3467.0,758.0,,,0.218632824,2.526666667,300.0,1999,53.25325946,True,402032,False,1,Kenya,Borehole,"KIOSK, public tap",Yes- functional and in use,Migori,KURIA EAST,Nyabasi East,Project management committee,,"No, the water is not treated and safe for drinking",POINT (34.6531062 -1.2564818),"(-1.2564818°, 34.6531062°)",https://catalog.waterpointdata.org/datafiles/usaid-kiwash-kenya-2021-6372a622.csv,"#status_id, #orig_lnk",1,2022-11-14T20:33:38.000,2022-11-14T20:33:38.000,,USAID_KIWASH_Kenya_2021
640644,Evidence Action,-1.238281608,34.53304291,2023-06-12T00:00:00.000,Yes,Borehole/Tubewell,Well,Public Tapstand,Public Tapstand,Improved,Kenya,KEN,Migori,Kuria East,Gokeharaka/Getambwega,,2008.0,Community Based Organization/ Self-Help Group/ Faith Based Organization /NGO,,,Community Management,Non-Functional,,,,Unacceptable quality,10320545,,6GCPQG6M+P6V,,,https://api.mwater.co/v3/images/8a47771f0e8f4bf78032e1f4a42b21ca,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,65704.66557,2406.519658,1889.965082,68113.61231,5994.115174,"{""2021-02-04"": {""photo_lnk"": ""https://api.mwater.co/v3/images/8a47771f0e8f4bf78032e1f4a42b21ca"", ""source"": ""USAID/KEA KIWASH"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well"", ""water_tech_clean"": ""Public Tapstand""}, ""2023-06-12"": {""photo_lnk"": ""https://api.mwater.co/v3/images/8a47771f0e8f4bf78032e1f4a42b21ca"", ""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell"", ""water_tech_clean"": ""Public Tapstand""}}",1503.0,846.0,,,0.562874251,2.82,300.0,1133,69.96769519,True,405608,False,2,Kenya,Borehole,"KIOSK, public tap",Yes- functional and in use,Migori,Kuria West,Ihore,Project management committee,,"No, the water is not treated and safe for drinking",POINT (34.533042907714844 -1.2382816076278687),"(-1.2382816076278687°, 34.533042907714844°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,"#status_id, #orig_lnk",1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
640277,Evidence Action,-1.090826631,34.48913574,2023-11-15T00:00:00.000,Yes,Protected Well,Well,Motorized Pump - Electric,Motorized Pump,Improved,Kenya,KEN,Migori,Suna East,Suna Central,,,,,,,Non-Functional,,,,,10320094,,6GCPWF5Q+MM6,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,54931.19144,2352.724754,1124.248858,55976.71003,3669.801606,"{""2023-11-15"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well"", ""water_tech_clean"": ""Motorized Pump - Electric""}}",1950.0,367.0,,,0.188205128,1.223333333,300.0,977,73.49422976,True,429603,False,1,Kenya,Protected Spring (not powered by solar/electricity),,,Migori,Suna West,Ngege,,,,POINT (34.4891357421875 -1.0908266305923462),"(-1.0908266305923462°, 34.4891357421875°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
782557,Evidence Action,-0.87942186,34.5370986,2014-03-28T00:00:00.000,Yes,Protected Well,Well,,,Improved,Kenya,KEN,Migori,Awendo,Central Sakwa,,,,,,,Non-Functional,,,,,,,6GFP4GCP+6RQ,Ko-Ouma Protected Spring,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-wpdx-reingestion-5f74c47f,34022.62187,14994.42769,1532.753196,34621.45871,3214.182173,"{""2014-03-28"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well""}}",3019.0,791.0,,,0.262007287,2.636666667,300.0,4496,24.23921243,True,131749,False,1,Kenya,Protected Spring,,,,,,,,,POINT (34.5370986 -0.87942186),"(-0.87942186°, 34.5370986°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-wpdx-reingestion-5f74c47f.xlsx,,1,2020-09-30T17:46:39.000,2020-09-30T17:46:39.000,,Evidence Action_Kenya_2012-2016
639749,Evidence Action,-0.883698344,34.57611847,2023-12-15T00:00:00.000,Yes,Protected Well,Well,Motorized Pump - Electric,Motorized Pump,Improved,Kenya,KEN,Migori,Awendo,South Sakwa,,,,,,,Non-Functional,,,,,10310504,,6GFP4H8G+GF8,Konoo Protected Spring,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,31450.11835,13661.23522,667.0934365,31884.6881,5624.155365,"{""2014-03-27"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well""}, ""2023-12-15"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well"", ""water_tech_clean"": ""Motorized Pump - Electric""}}",1246.0,307.0,,,0.246388443,1.023333333,300.0,947,74.19251672,True,131727,False,2,Kenya,Protected Spring (not powered by solar/electricity),,,Migori,Awendo,Kogello West,,,,POINT (34.57611846923828 -0.8836983442306519),"(-0.8836983442306519°, 34.57611846923828°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
640871,Evidence Action,-1.182605028,34.63983154,2023-11-14T00:00:00.000,Yes,Borehole/Tubewell,Well,,,Improved,Kenya,KEN,Migori,Kuria East,Nyabasi West,,,,,,,Non-Functional,,,,,10320862,,6GCPRJ8Q+XW4,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,54591.26276,1708.601681,1481.040839,58511.06201,2991.87115,"{""2023-11-14"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell""}}",1378.0,502.0,,,0.364296081,1.673333333,300.0,978,73.47106706,True,429388,False,1,Kenya,Borehole,,,Migori,Kuria East,Nyaitara,,,,POINT (34.63983154296875 -1.1826050281524658),"(-1.1826050281524658°, 34.63983154296875°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
641030,Evidence Action,-1.288521647,34.55876923,2024-01-16T00:00:00.000,Yes,Protected Well,Well,Motorized Pump - Electric,Motorized Pump,Improved,Kenya,KEN,Migori,Kuria East,Gokeharaka/Getambwega,,,,,,,Non-Functional,,,,,10321095,,6GCPPH65+HGR,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,69093.26429,581.8992683,1499.588019,72303.24161,10333.47927,"{""2024-01-16"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well"", ""water_tech_clean"": ""Motorized Pump - Electric""}}",1124.0,261.0,,,0.232206406,0.87,300.0,915,74.94467048,True,433024,False,1,Kenya,Protected Spring (not powered by solar/electricity),,,Migori,Kuria East,Masangora,,,,POINT (34.55876922607422 -1.288521647453308),"(-1.288521647453308°, 34.55876922607422°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
103344,USAID/KEA KIWASH,-1.053719,34.4225998,2021-01-29T00:00:00.000,Yes,Protected Well,Well,Public Tapstand,Public Tapstand,Improved,Kenya,KEN,Migori,Suna East,Kakrao,,2002.0,,,,Other,"Functional, not in use",,,,Unacceptable quality,Migori_enumerator-968VXW,,6GCPWCWF+G29,,,https://api.mwater.co/v3/images/a60d424b21ca44969322bcc68a2d9571,KE,https://catalog.waterpointdata.org/datasets/usaid-kiwash-kenya-2021-6372a622,56834.29909,1275.434542,1324.509022,57289.76148,5100.166433,"{""2021-01-29"": {""photo_lnk"": ""https://api.mwater.co/v3/images/a60d424b21ca44969322bcc68a2d9571"", ""source"": ""USAID/KEA KIWASH"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well"", ""water_tech_clean"": ""Public Tapstand""}}",2363.0,448.0,,,0.189589505,1.493333333,300.0,1997,53.2868423,True,402906,False,1,Kenya,Protected spring,"KIOSK, public tap",Yes- functional and in use,Migori,SUNA EAST,Kakrao,Other (please specify),,"No, the water is not treated and safe for drinking",POINT (34.4225998 -1.053719),"(-1.053719°, 34.4225998°)",https://catalog.waterpointdata.org/datafiles/usaid-kiwash-kenya-2021-6372a622.csv,"#status_id, #orig_lnk",1,2022-11-14T20:33:38.000,2022-11-14T20:33:38.000,,USAID_KIWASH_Kenya_2021
287275,USAID/KEA KIWASH,-0.9053833,34.4632717,2021-02-04T00:00:00.000,Yes,Borehole/Tubewell,Well,,,Improved,Kenya,KEN,Migori,Uriri,North Kanyamkago,,2019.0,,,,Community Management,"Functional, not in use",,,,Unacceptable quality,Migori_enumerator-96Q9LQ,,6GFP3FV7+R8R,,,https://api.mwater.co/v3/images/3cac5afef9fb407d817e00a0f071d10c,KE,https://catalog.waterpointdata.org/datasets/usaid-kiwash-kenya-2021-6372a622,42050.60292,17304.49701,41.63648679,42775.8976,7624.097614,"{""2021-02-04"": {""photo_lnk"": ""https://api.mwater.co/v3/images/3cac5afef9fb407d817e00a0f071d10c"", ""source"": ""USAID/KEA KIWASH"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell""}}",2191.0,300.0,,,0.136923779,1.0,300.0,1991,53.38771796,True,405642,False,1,Kenya,Borehole,Piped pumping scheme,Yes- functional and in use,Migori,URIRI,North Kanyamkago,Project management committee,,"No, the water is not treated and safe for drinking",POINT (34.4632717 -0.9053833),"(-0.9053833°, 34.4632717°)",https://catalog.waterpointdata.org/datafiles/usaid-kiwash-kenya-2021-6372a622.csv,"#status_id, #orig_lnk",1,2022-11-14T20:33:38.000,2022-11-14T20:33:38.000,,USAID_KIWASH_Kenya_2021
640920,Evidence Action,-1.207893372,34.64967728,2023-11-14T00:00:00.000,Yes,Borehole/Tubewell,Well,,,Improved,Kenya,KEN,Migori,Kuria East,Nyabasi West,,,,,,,Non-Functional,,,,,10320931,,6GCPQJRX+RVV,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,56643.75641,2893.642513,3469.614158,60976.54994,4012.682027,"{""2023-11-14"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell""}}",1327.0,444.0,,,0.334589299,1.48,300.0,978,73.47106706,True,429390,False,1,Kenya,Borehole,,,Migori,Kuria East,Sanchawa,,,,POINT (34.64967727661133 -1.2078933715820312),"(-1.2078933715820312°, 34.64967727661133°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
652784,Evidence Action,-1.2423491,34.6612442,2023-11-17T00:00:00.000,Yes,Borehole/Tubewell,Well,,,Improved,Kenya,KEN,Migori,Kuria East,Nyabasi East,,,,,,,Non-Functional,,,,,10321233,,6GCPQM56+3F9,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,59607.27693,5753.546417,2420.683314,64452.80444,7261.828135,"{""2023-11-17"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole/Tubewell""}}",1564.0,534.0,,,0.341432225,1.78,300.0,975,73.54057707,True,430204,False,1,Kenya,Borehole,,,Migori,Kuria East,Nyamagenga,,,,POINT (34.6612442 -1.2423491),"(-1.2423491°, 34.6612442°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
295427,USAID/KEA KIWASH,-0.9025467,34.4682283,2021-02-04T00:00:00.000,Yes,Protected Well,Well,,,Improved,Kenya,KEN,Migori,Uriri,North Kanyamkago,,2018.0,Other (please specify),,,Community Management,"Functional, not in use",,,,Unacceptable quality,Migori_enumerator-96QC44,,6GFP3FW9+W8M,Nyamasi Protected Spring,,https://api.mwater.co/v3/images/cba6c1e60966450daa36d71b7d2e1830,KE,https://catalog.waterpointdata.org/datasets/usaid-kiwash-kenya-2021-6372a622,41425.67011,17850.17946,455.5375266,42147.46901,7092.490961,"{""2014-08-09"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well""}, ""2021-02-04"": {""photo_lnk"": ""https://api.mwater.co/v3/images/cba6c1e60966450daa36d71b7d2e1830"", ""source"": ""USAID/KEA KIWASH"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well""}}",2607.0,333.0,,,0.127733026,1.11,300.0,1991,53.38771796,True,138123,False,2,Kenya,Protected spring,Piped pumping scheme,Yes- functional and in use,Migori,URIRI,North Kanyamkago,Project management committee,,"No, the water is not treated and safe for drinking",POINT (34.4682283 -0.9025467),"(-0.9025467°, 34.4682283°)",https://catalog.waterpointdata.org/datafiles/usaid-kiwash-kenya-2021-6372a622.csv,"#status_id, #orig_lnk",1,2022-11-14T20:33:38.000,2022-11-14T20:33:38.000,,USAID_KIWASH_Kenya_2021
642413,Evidence Action,-0.990901828,34.50419235,2023-11-17T00:00:00.000,Yes,Protected Well,Well,Motorized Pump - Electric,Motorized Pump,Improved,Kenya,KEN,Migori,Uriri,South Kanyamkago,,,,,,,Non-Functional,,,,,10340665,,6GFP2G53+JMP,,,,KE,https://catalog.waterpointdata.org/datasets/evidence-action-kenya-2023-2024-66217272,45507.28104,11803.59272,177.7065365,46093.47636,9357.805073,"{""2023-11-17"": {""source"": ""Evidence Action"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Well"", ""water_tech_clean"": ""Motorized Pump - Electric""}}",1913.0,1582.0,,,0.82697334,5.273333333,300.0,975,73.54057707,True,430127,False,1,Kenya,Protected Spring (not powered by solar/electricity),,,Migori,Uriri,Bware,,,,POINT (34.50419235229492 -0.9909018278121948),"(-0.9909018278121948°, 34.50419235229492°)",https://catalog.waterpointdata.org/datafiles/evidence-action-kenya-2023-2024-66217272.xlsx,,1,2024-04-18T19:20:18.000,2024-04-18T19:20:18.000,,Evidence Action_Kenya_2023-2024
286376,USAID/KEA KIWASH,-1.154875,34.446352,2021-02-04T00:00:00.000,Yes,Undefined Well,Well,Public Tapstand,Public Tapstand,Improved,Kenya,KEN,Migori,Kuria West,Tagare,,2010.0,,,,Community Management,"Functional, not in use",,,,Unacceptable quality,Migori_enumerator-96QYVP,,6GCPRCWW+3G5,,,https://api.mwater.co/v3/images/c2c06acffdd1439285d320a230536b23,KE,https://catalog.waterpointdata.org/datasets/usaid-kiwash-kenya-2021-6372a622,63447.56809,5852.026285,1317.468198,64510.83752,10017.75212,"{""2021-02-04"": {""photo_lnk"": ""https://api.mwater.co/v3/images/c2c06acffdd1439285d320a230536b23"", ""source"": ""USAID/KEA KIWASH"", ""status_id"": ""Yes"", ""water_source_clean"": ""Undefined Well"", ""water_tech_clean"": ""Public Tapstand""}}",2493.0,290.0,,,0.116325712,0.966666667,300.0,1991,53.38771796,True,405639,False,1,Kenya,Protected hand dug/ shallow well,"KIOSK, public tap",Yes- functional and in use,Migori,KURIA WEST,Tagare,Project management committee,,"No, the water is not treated and safe for drinking",POINT (34.446352 -1.154875),"(-1.154875°, 34.446352°)",https://catalog.waterpointdata.org/datafiles/usaid-kiwash-kenya-2021-6372a622.csv,"#status_id, #orig_lnk",1,2022-11-14T20:33:38.000,2022-11-14T20:33:38.000,,USAID_KIWASH_Kenya_2021
